id,region,year,quarter,balance,lst_pmnt
554,САМАРСКАЯ ОБЛ,2022,2022Q2,5678394.17,174142.54
555,САМАРСКАЯ ОБЛ,2022,2022Q3,6972913.12,236983.01
556,САНКТ-ПЕТЕРБУРГ Г,2018,2018Q1,1087655.88,1005.53
557,САНКТ-ПЕТЕРБУРГ Г,2018,2018Q2,527858.59,14.06
558,САНКТ-ПЕТЕРБУРГ Г,2018,2018Q3,6612.92,243.9
559,САНКТ-ПЕТЕРБУРГ Г,2018,2018Q4,3542614.64,345212.83
560,САНКТ-ПЕТЕРБУРГ Г,2019,2019Q2,217067.43,2844.48
561,САНКТ-ПЕТЕРБУРГ Г,2019,2019Q3,2473038.74,12662.7
562,САНКТ-ПЕТЕРБУРГ Г,2019,2019Q4,4350669.06,384038.39999999997
563,САНКТ-ПЕТЕРБУРГ Г,2020,2020Q1,964886.71,12837.79
564,САНКТ-ПЕТЕРБУРГ Г,2020,2020Q2,398898.37,4019.3
565,САНКТ-ПЕТЕРБУРГ Г,2020,2020Q3,464021.91000000003,5967.1
566,САНКТ-ПЕТЕРБУРГ Г,2020,2020Q4,5789566.47,190773.55
567,САНКТ-ПЕТЕРБУРГ Г,2021,2021Q1,6402637.37,62409.96
568,САНКТ-ПЕТЕРБУРГ Г,2021,2021Q2,5705217.46,105466.73
569,САНКТ-ПЕТЕРБУРГ Г,2021,2021Q3,2543893.31,36895.229999999996
570,САНКТ-ПЕТЕРБУРГ Г,2021,2021Q4,4530391.75,59686.76
571,САНКТ-ПЕТЕРБУРГ Г,2022,2022Q1,2183639.12,15320.84
572,САНКТ-ПЕТЕРБУРГ Г,2022,2022Q2,3592669.55,42842.7
573,САНКТ-ПЕТЕРБУРГ Г,2022,2022Q3,1144829.85,45047.3
574,САРАТОВСКАЯ ОБЛ,2018,2018Q1,3101674.47,46022.2
575,САРАТОВСКАЯ ОБЛ,2018,2018Q2,1006544.5,40011.37
576,САРАТОВСКАЯ ОБЛ,2018,2018Q3,1029582.5599999999,15684.73
577,САРАТОВСКАЯ ОБЛ,2018,2018Q4,3272943.82,72188.59
578,САРАТОВСКАЯ ОБЛ,2019,2019Q1,1191142.17,32857.08
579,САРАТОВСКАЯ ОБЛ,2019,2019Q2,1040554.3,27793.96
580,САРАТОВСКАЯ ОБЛ,2019,2019Q3,742845.65,11437.699999999999
581,САРАТОВСКАЯ ОБЛ,2020,2020Q4,2592576.3,204039.03
582,САРАТОВСКАЯ ОБЛ,2021,2021Q1,4497762.11,126902.7
583,САРАТОВСКАЯ ОБЛ,2021,2021Q2,1327508.72,24394.09
584,САРАТОВСКАЯ ОБЛ,2021,2021Q3,4832768.83,131723.41999999998
585,САРАТОВСКАЯ ОБЛ,2021,2021Q4,1661164.58,53713.68
586,САРАТОВСКАЯ ОБЛ,2022,2022Q1,3123962.8,52895.34
587,САРАТОВСКАЯ ОБЛ,2022,2022Q2,1624797.8,36667.48
588,САРАТОВСКАЯ ОБЛ,2022,2022Q3,779017.94,13732.89
589,САХА /ЯКУТИЯ/ РЕСП,2021,2021Q2,584294.36,5637.68
590,САХАЛИНСКАЯ ОБЛ,2018,2018Q1,1511146.32,24856.47
591,САХАЛИНСКАЯ ОБЛ,2018,2018Q2,1494302.3900000001,32113.96
592,САХАЛИНСКАЯ ОБЛ,2018,2018Q3,626894.77,14017.880000000001
593,САХАЛИНСКАЯ ОБЛ,2018,2018Q4,3029826.25,31505.13
594,САХАЛИНСКАЯ ОБЛ,2019,2019Q1,1916850.72,42278.59
595,САХАЛИНСКАЯ ОБЛ,2019,2019Q2,1228296.52,25554.0
596,САХАЛИНСКАЯ ОБЛ,2019,2019Q3,134640.29,26542.4
597,САХАЛИНСКАЯ ОБЛ,2020,2020Q4,7931550.17,407820.57
598,САХАЛИНСКАЯ ОБЛ,2021,2021Q1,3319544.85,62961.33
599,САХАЛИНСКАЯ ОБЛ,2021,2021Q2,747150.47,6947.85
600,САХАЛИНСКАЯ ОБЛ,2021,2021Q3,732841.5700000001,11546.99
601,САХАЛИНСКАЯ ОБЛ,2021,2021Q4,6708772.5600000005,77940.91
602,САХАЛИНСКАЯ ОБЛ,2022,2022Q1,3275322.08,43343.53999999999
603,САХАЛИНСКАЯ ОБЛ,2022,2022Q2,2845259.67,78112.53
604,САХАЛИНСКАЯ ОБЛ,2022,2022Q3,2505473.97,82755.45
605,САХАЛИНСКАЯ ОБЛ,2022,2022Q4,196676.74,24503.94
606,СВЕРДЛОВСКАЯ ОБЛ,2018,2018Q1,1584127.99,34165.62
607,СВЕРДЛОВСКАЯ ОБЛ,2018,2018Q2,761110.86,14775.31
608,СВЕРДЛОВСКАЯ ОБЛ,2018,2018Q3,347064.01,13050.16
609,СВЕРДЛОВСКАЯ ОБЛ,2018,2018Q4,1264092.35,25804.5
610,СВЕРДЛОВСКАЯ ОБЛ,2019,2019Q1,201718.85,4323.97
611,СВЕРДЛОВСКАЯ ОБЛ,2019,2019Q2,520026.87,22184.62
612,СВЕРДЛОВСКАЯ ОБЛ,2019,2019Q3,365176.62,18183.24
613,СВЕРДЛОВСКАЯ ОБЛ,2019,2019Q4,1072544.91,17773.41
614,СВЕРДЛОВСКАЯ ОБЛ,2020,2020Q1,498074.5,8929.16
615,СВЕРДЛОВСКАЯ ОБЛ,2020,2020Q2,1055203.65,17278.54
616,СВЕРДЛОВСКАЯ ОБЛ,2020,2020Q3,570245.6799999999,6251.59
617,СВЕРДЛОВСКАЯ ОБЛ,2020,2020Q4,1090767.6,94489.54
618,СВЕРДЛОВСКАЯ ОБЛ,2021,2021Q1,2518049.58,38167.4
619,СВЕРДЛОВСКАЯ ОБЛ,2021,2021Q2,1413865.04,67690.0
620,СВЕРДЛОВСКАЯ ОБЛ,2021,2021Q3,417739.61000000004,9035.039999999999
621,СВЕРДЛОВСКАЯ ОБЛ,2021,2021Q4,997379.49,45707.58
622,СВЕРДЛОВСКАЯ ОБЛ,2022,2022Q1,179738.24,12563.53
623,СВЕРДЛОВСКАЯ ОБЛ,2022,2022Q2,346813.27,11697.18
624,СВЕРДЛОВСКАЯ ОБЛ,2022,2022Q3,78811.6,8198.59
625,СМОЛЕНСКАЯ ОБЛ,2018,2018Q1,12321.89,732.63
626,СМОЛЕНСКАЯ ОБЛ,2018,2018Q2,484331.19,12000.17
627,СМОЛЕНСКАЯ ОБЛ,2018,2018Q3,120852.23000000001,3143.46
628,СМОЛЕНСКАЯ ОБЛ,2018,2018Q4,556822.93,22505.34
629,СМОЛЕНСКАЯ ОБЛ,2019,2019Q1,124027.02,2835.08
630,СМОЛЕНСКАЯ ОБЛ,2019,2019Q2,225910.33000000002,4768.96
631,СМОЛЕНСКАЯ ОБЛ,2019,2019Q3,30723.52,1040.62
632,СМОЛЕНСКАЯ ОБЛ,2019,2019Q4,18662.38,0.91
633,СМОЛЕНСКАЯ ОБЛ,2020,2020Q4,52038.22,23739.0
634,СМОЛЕНСКАЯ ОБЛ,2021,2021Q1,290508.5,4057.83
635,СМОЛЕНСКАЯ ОБЛ,2021,2021Q2,1086426.43,36626.090000000004
636,СМОЛЕНСКАЯ ОБЛ,2021,2021Q3,40583.149999999994,3249.6499999999996
637,СМОЛЕНСКАЯ ОБЛ,2021,2021Q4,237113.25,5821.36
638,СМОЛЕНСКАЯ ОБЛ,2022,2022Q1,278479.67000000004,5560.53
639,СМОЛЕНСКАЯ ОБЛ,2022,2022Q2,136485.97,5027.63
640,СТАВРОПОЛЬСКИЙ КРАЙ,2018,2018Q1,1417417.25,48434.87
641,СТАВРОПОЛЬСКИЙ КРАЙ,2018,2018Q2,417869.72,6686.51
642,СТАВРОПОЛЬСКИЙ КРАЙ,2018,2018Q3,87451.07,1963.22
643,СТАВРОПОЛЬСКИЙ КРАЙ,2018,2018Q4,1889222.63,48168.46
644,СТАВРОПОЛЬСКИЙ КРАЙ,2019,2019Q1,490126.57,20972.31
645,СТАВРОПОЛЬСКИЙ КРАЙ,2019,2019Q2,1215383.27,24497.21
646,СТАВРОПОЛЬСКИЙ КРАЙ,2019,2019Q3,370617.3,14895.230000000001
647,СТАВРОПОЛЬСКИЙ КРАЙ,2020,2020Q4,2493738.53,238850.48
648,СТАВРОПОЛЬСКИЙ КРАЙ,2021,2021Q1,5556836.84,69176.34
649,СТАВРОПОЛЬСКИЙ КРАЙ,2021,2021Q2,1528947.77,78761.26
650,СТАВРОПОЛЬСКИЙ КРАЙ,2021,2021Q3,548342.57,11846.72
651,СТАВРОПОЛЬСКИЙ КРАЙ,2021,2021Q4,3724972.71,35018.55
652,СТАВРОПОЛЬСКИЙ КРАЙ,2022,2022Q1,952221.88,15337.35
653,СТАВРОПОЛЬСКИЙ КРАЙ,2022,2022Q2,1070682.73,35151.97
654,СТАВРОПОЛЬСКИЙ КРАЙ,2022,2022Q3,249031.73,1720.66
655,ТАМБОВСКАЯ ОБЛ,2018,2018Q2,40802.3,569.1
656,ТАМБОВСКАЯ ОБЛ,2018,2018Q4,144665.12,2430.4
657,ТАМБОВСКАЯ ОБЛ,2019,2019Q2,78372.71,1437.14
658,ТАМБОВСКАЯ ОБЛ,2020,2020Q2,20984.02,0.0
659,ТАМБОВСКАЯ ОБЛ,2020,2020Q4,52068.78,7749.030000000001
660,ТАМБОВСКАЯ ОБЛ,2021,2021Q1,53003.15,1438.38
661,ТАМБОВСКАЯ ОБЛ,2021,2021Q2,37616.18,1929.24
662,ТАМБОВСКАЯ ОБЛ,2021,2021Q3,104740.4,4664.700000000001
663,ТАМБОВСКАЯ ОБЛ,2021,2021Q4,98501.64,3406.9700000000003
664,ТАМБОВСКАЯ ОБЛ,2022,2022Q1,49752.63,3760.23
665,ТАМБОВСКАЯ ОБЛ,2022,2022Q2,61547.67999999999,2902.55
666,ТАМБОВСКАЯ ОБЛ,2022,2022Q3,56352.59,118.45
667,ТВЕРСКАЯ ОБЛ,2018,2018Q1,2293.33,325.2
668,ТВЕРСКАЯ ОБЛ,2018,2018Q4,4124.07,0.23
669,ТВЕРСКАЯ ОБЛ,2021,2021Q1,516757.22,6719.51
670,ТВЕРСКАЯ ОБЛ,2021,2021Q2,227000.93,10234.36
671,ТВЕРСКАЯ ОБЛ,2021,2021Q3,36899.95,6160.17
672,ТОМСКАЯ ОБЛ,2018,2018Q1,555815.45,27936.1
673,ТОМСКАЯ ОБЛ,2018,2018Q2,755817.56,44351.11
674,ТОМСКАЯ ОБЛ,2018,2018Q3,300291.93000000005,5945.85
675,ТОМСКАЯ ОБЛ,2018,2018Q4,828862.7,25334.69
676,ТОМСКАЯ ОБЛ,2019,2019Q1,3057446.5900000003,72897.73
677,ТОМСКАЯ ОБЛ,2019,2019Q2,252990.75,14281.36
678,ТОМСКАЯ ОБЛ,2019,2019Q3,673608.86,26931.489999999998
679,ТОМСКАЯ ОБЛ,2019,2019Q4,45094.77,0.32
680,ТОМСКАЯ ОБЛ,2020,2020Q3,127175.93,1703.94
681,ТОМСКАЯ ОБЛ,2020,2020Q4,896308.51,53334.9
682,ТОМСКАЯ ОБЛ,2021,2021Q1,2554999.58,81101.12999999999
683,ТОМСКАЯ ОБЛ,2021,2021Q2,709243.48,43643.11
684,ТОМСКАЯ ОБЛ,2021,2021Q3,1157986.1300000001,28147.23
685,ТОМСКАЯ ОБЛ,2021,2021Q4,1800432.88,63237.31
686,ТОМСКАЯ ОБЛ,2022,2022Q1,317409.63,9881.86
687,ТОМСКАЯ ОБЛ,2022,2022Q2,810261.29,11924.13
688,ТОМСКАЯ ОБЛ,2022,2022Q3,1000014.24,18780.11
689,ТУЛЬСКАЯ ОБЛ,2018,2018Q1,179012.83,3.82
690,ТУЛЬСКАЯ ОБЛ,2018,2018Q4,86907.22,812.1
691,ТУЛЬСКАЯ ОБЛ,2019,2019Q2,68188.22,830.94
692,ТУЛЬСКАЯ ОБЛ,2019,2019Q3,179151.7,21738.18
693,ТУЛЬСКАЯ ОБЛ,2019,2019Q4,3748.98,813.0
694,ТУЛЬСКАЯ ОБЛ,2020,2020Q2,531217.89,18567.07
695,ТУЛЬСКАЯ ОБЛ,2020,2020Q4,169252.55,19662.76
696,ТУЛЬСКАЯ ОБЛ,2021,2021Q1,387824.86,5823.72
697,ТУЛЬСКАЯ ОБЛ,2021,2021Q4,89243.86,4056.58
698,ТУЛЬСКАЯ ОБЛ,2022,2022Q2,230686.08,3387.13
699,ТЮМЕНСКАЯ ОБЛ,2018,2018Q1,2430188.97,57100.659999999996
700,ТЮМЕНСКАЯ ОБЛ,2018,2018Q2,2492464.42,45754.79
701,ТЮМЕНСКАЯ ОБЛ,2018,2018Q3,2974061.46,28380.95
702,ТЮМЕНСКАЯ ОБЛ,2018,2018Q4,2265313.9699999997,66502.5
703,ТЮМЕНСКАЯ ОБЛ,2019,2019Q1,432241.57,17589.17
704,ТЮМЕНСКАЯ ОБЛ,2019,2019Q2,2319534.75,29925.4
705,ТЮМЕНСКАЯ ОБЛ,2019,2019Q3,946993.94,22097.72
706,ТЮМЕНСКАЯ ОБЛ,2019,2019Q4,677694.74,34.14
707,ТЮМЕНСКАЯ ОБЛ,2020,2020Q2,4411.18,813.0
708,ТЮМЕНСКАЯ ОБЛ,2020,2020Q4,8774195.2,410427.33
709,ТЮМЕНСКАЯ ОБЛ,2021,2021Q1,2143496.52,92294.89
710,ТЮМЕНСКАЯ ОБЛ,2021,2021Q2,601894.12,7950.83
711,ТЮМЕНСКАЯ ОБЛ,2021,2021Q3,6309584.23,123029.56
712,ТЮМЕНСКАЯ ОБЛ,2021,2021Q4,8445476.47,153986.35
713,ТЮМЕНСКАЯ ОБЛ,2022,2022Q1,3449797.42,92873.79
714,ТЮМЕНСКАЯ ОБЛ,2022,2022Q2,9104994.63,169777.86
715,ТЮМЕНСКАЯ ОБЛ,2022,2022Q3,1293628.42,24156.97
716,УДМУРТСКАЯ РЕСП,2018,2018Q1,5557423.11,107454.41
717,УДМУРТСКАЯ РЕСП,2018,2018Q2,2354471.58,62792.03
718,УДМУРТСКАЯ РЕСП,2018,2018Q3,3598689.52,84202.69
719,УДМУРТСКАЯ РЕСП,2018,2018Q4,3619075.46,66931.64
720,УДМУРТСКАЯ РЕСП,2019,2019Q1,1555282.3,104711.32
721,УДМУРТСКАЯ РЕСП,2019,2019Q2,2488104.5,60924.08
722,УДМУРТСКАЯ РЕСП,2019,2019Q3,2548797.21,60398.15
723,УДМУРТСКАЯ РЕСП,2019,2019Q4,314507.99,23295.14
724,УДМУРТСКАЯ РЕСП,2020,2020Q1,163398.03,455.28
725,УДМУРТСКАЯ РЕСП,2020,2020Q2,7143.96,3566.83
726,УДМУРТСКАЯ РЕСП,2020,2020Q4,5152980.3,395778.51
727,УДМУРТСКАЯ РЕСП,2021,2021Q1,7046545.47,173887.89
728,УДМУРТСКАЯ РЕСП,2021,2021Q2,5874834.640000001,122889.2
729,УДМУРТСКАЯ РЕСП,2021,2021Q3,3342070.83,98611.24
730,УДМУРТСКАЯ РЕСП,2021,2021Q4,5783789.31,189698.61
731,УДМУРТСКАЯ РЕСП,2022,2022Q1,3125119.3,82827.59
732,УДМУРТСКАЯ РЕСП,2022,2022Q2,6207558.07,155046.69
733,УДМУРТСКАЯ РЕСП,2022,2022Q3,3373780.2,78967.01
734,УЛЬЯНОВСКАЯ ОБЛ,2018,2018Q4,390987.79000000004,13367.73
735,УЛЬЯНОВСКАЯ ОБЛ,2020,2020Q4,10345.220000000001,12522.0
736,УЛЬЯНОВСКАЯ ОБЛ,2021,2021Q1,246111.53,11466.42
737,УЛЬЯНОВСКАЯ ОБЛ,2021,2021Q3,19055.1,1320.6
738,УЛЬЯНОВСКАЯ ОБЛ,2021,2021Q4,13049.759999999998,1878.04
739,УЛЬЯНОВСКАЯ ОБЛ,2022,2022Q1,12076.88,917.49
740,УЛЬЯНОВСКАЯ ОБЛ,2022,2022Q2,14990.75,3010.8199999999997
741,ХАБАРОВСКИЙ КРАЙ,2018,2018Q1,95788.51000000001,5327.51
742,ХАБАРОВСКИЙ КРАЙ,2018,2018Q2,231307.39,11857.619999999999
743,ХАБАРОВСКИЙ КРАЙ,2018,2018Q3,424237.05,11109.720000000001
744,ХАБАРОВСКИЙ КРАЙ,2018,2018Q4,1992946.76,25737.690000000002
745,ХАБАРОВСКИЙ КРАЙ,2019,2019Q1,867389.5299999999,23933.95
746,ХАБАРОВСКИЙ КРАЙ,2019,2019Q2,2515398.96,107904.56
747,ХАБАРОВСКИЙ КРАЙ,2019,2019Q3,210385.95,18996.219999999998
748,ХАБАРОВСКИЙ КРАЙ,2020,2020Q4,4408125.9799999995,165820.35
749,ХАБАРОВСКИЙ КРАЙ,2021,2021Q1,1855449.36,68011.3
750,ХАБАРОВСКИЙ КРАЙ,2021,2021Q2,546460.52,21432.809999999998
751,ХАБАРОВСКИЙ КРАЙ,2021,2021Q3,1562606.16,96112.34999999999
752,ХАБАРОВСКИЙ КРАЙ,2021,2021Q4,1955989.01,49158.42
753,ХАБАРОВСКИЙ КРАЙ,2022,2022Q1,3491548.9499999997,103306.57
754,ХАБАРОВСКИЙ КРАЙ,2022,2022Q2,1934299.93,64501.25
755,ХАБАРОВСКИЙ КРАЙ,2022,2022Q3,792249.53,27397.230000000003
756,ХАКАСИЯ РЕСП,2018,2018Q1,22943.02,1084.05
757,ХАКАСИЯ РЕСП,2018,2018Q3,56557.06,1097.61
758,ХАКАСИЯ РЕСП,2018,2018Q4,178458.85,6782.23
759,ХАКАСИЯ РЕСП,2019,2019Q1,79260.44,1609.75
760,ХАКАСИЯ РЕСП,2019,2019Q2,150879.09,5583.1900000000005
761,ХАКАСИЯ РЕСП,2020,2020Q4,124197.12,15007.24
762,ХАКАСИЯ РЕСП,2021,2021Q1,226205.41,3793.91
763,ХАКАСИЯ РЕСП,2021,2021Q4,39554.11,882.68
764,ХАКАСИЯ РЕСП,2022,2022Q1,9066.9,1283.18
765,ЧЕЛЯБИНСКАЯ ОБЛ,2018,2018Q2,52135.11,1090.24
766,ЧЕЛЯБИНСКАЯ ОБЛ,2018,2018Q3,39268.23,1960.45
767,ЧЕЛЯБИНСКАЯ ОБЛ,2018,2018Q4,152090.78,2061.15
768,ЧЕЛЯБИНСКАЯ ОБЛ,2019,2019Q1,1194.31,8130.08
769,ЧЕЛЯБИНСКАЯ ОБЛ,2019,2019Q2,144239.83,9017.88
770,ЧЕЛЯБИНСКАЯ ОБЛ,2019,2019Q4,90351.15,6267.09
771,ЧЕЛЯБИНСКАЯ ОБЛ,2020,2020Q4,468369.44,26509.18
772,ЧЕЛЯБИНСКАЯ ОБЛ,2021,2021Q1,55060.83,2559.04
773,ЧЕЛЯБИНСКАЯ ОБЛ,2021,2021Q2,816446.92,28449.63
774,ЧЕЛЯБИНСКАЯ ОБЛ,2021,2021Q3,690756.61,3559.35
775,ЧЕЛЯБИНСКАЯ ОБЛ,2021,2021Q4,174303.49,2146.46
776,ЧЕЛЯБИНСКАЯ ОБЛ,2022,2022Q1,134633.03,5239.0
777,ЧЕЛЯБИНСКАЯ ОБЛ,2022,2022Q2,95232.47,15878.48
778,ЧЕЛЯБИНСКАЯ ОБЛ,2022,2022Q3,1035.64,1885.48
779,ЧЕЧЕНСКАЯ РЕСП,2018,2018Q1,17832.59,1648.65
780,ЧЕЧЕНСКАЯ РЕСП,2018,2018Q2,643009.15,16361.53
781,ЧЕЧЕНСКАЯ РЕСП,2018,2018Q3,199125.6,3910.6099999999997
782,ЧЕЧЕНСКАЯ РЕСП,2018,2018Q4,187587.37,2150.08
783,ЧЕЧЕНСКАЯ РЕСП,2019,2019Q1,220507.80000000002,9183.16
784,ЧЕЧЕНСКАЯ РЕСП,2019,2019Q3,54813.5,985.0999999999999
785,ЧЕЧЕНСКАЯ РЕСП,2020,2020Q4,2593405.48,444937.38
786,ЧЕЧЕНСКАЯ РЕСП,2021,2021Q1,237110.13,4803.85
787,ЧЕЧЕНСКАЯ РЕСП,2021,2021Q2,412587.53,5513.97
788,ЧЕЧЕНСКАЯ РЕСП,2021,2021Q3,303810.04,9072.51
789,ЧЕЧЕНСКАЯ РЕСП,2021,2021Q4,542847.75,10163.41
790,ЧЕЧЕНСКАЯ РЕСП,2022,2022Q1,197081.92,10954.439999999999
791,ЧЕЧЕНСКАЯ РЕСП,2022,2022Q2,553988.3300000001,10972.73
792,ЧЕЧЕНСКАЯ РЕСП,2022,2022Q3,27734.18,4832.99
793,ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2019,2019Q4,7348.57,406.5
794,ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2020,2020Q4,86012.83,7769.1
795,ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2021,2021Q2,38009.61,861.3
796,ЧУВАШСКАЯ РЕСПУБЛИКА - ЧУВАШИЯ,2022,2022Q2,3252.16,723.05
797,ЯМАЛО-НЕНЕЦКИЙ АО,2018,2018Q1,2150879.89,67958.11
798,ЯМАЛО-НЕНЕЦКИЙ АО,2018,2018Q2,3203868.75,58398.29
799,ЯМАЛО-НЕНЕЦКИЙ АО,2018,2018Q3,133802.63999999998,3195.76
800,ЯМАЛО-НЕНЕЦКИЙ АО,2018,2018Q4,2644740.65,71171.7
801,ЯМАЛО-НЕНЕЦКИЙ АО,2019,2019Q1,1008602.93,11768.97
802,ЯМАЛО-НЕНЕЦКИЙ АО,2019,2019Q2,855917.1799999999,42896.07
803,ЯМАЛО-НЕНЕЦКИЙ АО,2019,2019Q3,252063.62,2129.14
804,ЯМАЛО-НЕНЕЦКИЙ АО,2020,2020Q4,4560336.91,354621.27
805,ЯМАЛО-НЕНЕЦКИЙ АО,2021,2021Q1,3657904.11,111247.90000000001
806,ЯМАЛО-НЕНЕЦКИЙ АО,2021,2021Q2,4562900.03,88070.95999999999
807,ЯМАЛО-НЕНЕЦКИЙ АО,2021,2021Q3,1814649.65,23173.809999999998
808,ЯМАЛО-НЕНЕЦКИЙ АО,2021,2021Q4,2105287.46,43287.81
809,ЯМАЛО-НЕНЕЦКИЙ АО,2022,2022Q1,962621.04,26455.46
810,ЯМАЛО-НЕНЕЦКИЙ АО,2022,2022Q2,1089494.25,46942.159999999996
811,ЯМАЛО-НЕНЕЦКИЙ АО,2022,2022Q3,51678.25,5785.48
812,ЯРОСЛАВСКАЯ ОБЛ,2018,2018Q2,129795.47,2.67
813,ЯРОСЛАВСКАЯ ОБЛ,2018,2018Q3,187511.35,1222.67
814,ЯРОСЛАВСКАЯ ОБЛ,2018,2018Q4,369159.68,1495.27
815,ЯРОСЛАВСКАЯ ОБЛ,2019,2019Q1,89999.51,1202.43
816,ЯРОСЛАВСКАЯ ОБЛ,2019,2019Q3,344987.91,7759.94
817,ЯРОСЛАВСКАЯ ОБЛ,2020,2020Q1,178728.06,3991.25
818,ЯРОСЛАВСКАЯ ОБЛ,2020,2020Q3,72359.07,4951.22
819,ЯРОСЛАВСКАЯ ОБЛ,2020,2020Q4,48669.55,884.37
820,ЯРОСЛАВСКАЯ ОБЛ,2021,2021Q1,37218.42,1230.73
821,ЯРОСЛАВСКАЯ ОБЛ,2021,2021Q2,399607.64,11960.71
822,ЯРОСЛАВСКАЯ ОБЛ,2021,2021Q3,382593.95,23415.65
823,ЯРОСЛАВСКАЯ ОБЛ,2021,2021Q4,249336.44,19475.95
824,ЯРОСЛАВСКАЯ ОБЛ,2022,2022Q1,119774.51999999999,2757.3
825,ЯРОСЛАВСКАЯ ОБЛ,2022,2022Q2,154812.69,3253.6499999999996
826,ЯРОСЛАВСКАЯ ОБЛ,2022,2022Q3,123308.5,8134.14
